"0@ID_REP";"1@REGION";"2@DEPARTEMENT";"3@COMMUNE";"4@CAV";"5@CONCESSIONS";"6@MENAGES";"7@QUARTIERS-VILLAGES";"8@HOMMES";"9@FEMMES";"10@POPULATION";"11@OBSERVATIONS"
16128;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";2;2;"KHOL KHOL I";7;5;12;"-"
16129;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";10;10;"KHOL KHOL II";49;35;85;"-"
16130;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";11;20;"KOUSSOUS";54;45;99;"-"
16131;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";27;31;"LOUMBOL DAHRA";94;65;159;"-"
16132;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";10;10;"MBAKEDJI ALPHA";55;53;109;"-"
16133;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";27;36;"MBAKEDJI SAMBA NIAKI";139;144;284;"-"
16134;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";10;11;"MBELONE";39;30;70;"-"
16135;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";27;36;"MBEM MBEM";109;89;198;"-"
16136;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";7;7;"MBONAYE FERLO";31;25;56;"-"
16137;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";12;14;"MBONAYE II";70;63;133;"-"
16138;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";14;30;"MEDINA BABABE";51;54;106;"-"
16139;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";18;27;"MEDINA MBEM MBEM";121;111;232;"-"
16140;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";10;11;"MEDINA NDIAYE";65;61;126;"-"
16141;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";49;92;"NDIANOYE (KODIELE)";349;273;623;"-"
16142;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";2;4;"NDIOGO GOUYE";21;12;33;"-"
16143;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";4;10;"NDIOGO NDIEGEL";55;34;90;"-"
16144;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";16;24;"NELBA";91;116;208;"-"
16145;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";1;1;"NGONOR";5;4;9;"-"
16146;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";6;8;"NIAROUWEL";34;27;62;"-"
16147;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";23;38;"REWANE";150;125;275;"-"
16148;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";25;52;"SAB SABRE (LOUMBY PATHE DJIBEL)";203;192;395;"-"
16149;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";10;21;"SAB SABRE DIAM DIAM";83;64;147;"-"
16150;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";6;10;"SALDAW";39;48;88;"-"
16151;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";9;27;"SESSOUM";119;102;222;"-"
16152;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";1;13;"SESSOUM DOUBEL";68;61;129;"-"
16153;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";3;4;"SEWELDE I";27;14;42;"-"
16154;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";5;7;"SEWELDE II";42;41;83;"-"
16155;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";13;18;"SINTHIANG BELEL TOUFLE";72;74;147;"-"
16156;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";2;2;"SORRO";12;6;18;"-"
16157;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";9;9;"SOUSSET";41;36;77;"-"
16158;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";21;22;"THIAFALY";78;97;176;"-"
16159;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";13;20;"THIASKY BISNABES";78;91;170;"-"
16160;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";11;24;"THIASKY DIONABES";86;85;171;"-"
16161;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";3;4;"THIAYANGUEL";31;25;56;"-"
16162;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";23;32;"THIONOKH DIABE";134;118;253;"-"
16163;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";104;184;"THIONOKH SANGHE";765;730;1495;"-"
16164;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";6;7;"VELINGARA LAOBES";26;23;49;"-"
16165;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";56;72;"VELINGARA MAURE I";319;263;582;"-"
16166;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";19;23;"VELINGARA MAURE II";100;95;195;"-"
16167;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";11;14;"VELINGARA NDIALALE";67;61;128;"-"
16168;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";23;32;"VELINGARA NDIAO";130;116;247;"-"
16169;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";50;63;"VELINGARA OUOLOF I ET II";270;211;481;"-"
16170;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";4;7;"VELINGARA OUROUBES (THIANGAL)";24;18;43;"-"
16171;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";32;32;"VELINGARA THIANOR";137;154;292;"-"
16172;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";17;28;"WABINDOU";150;152;303;"-"
16173;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";0;0;"WENDOU BOKI";0;0;0;"Non habit<e9>"
16174;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";21;25;"WENDOU ILO";115;88;204;"-"
16175;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";11;14;"WENDOU KOBA";68;48;116;"-"
16176;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";2;3;"WENDOU KOLE (VILANENE)";13;11;25;"-"
16177;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";24;25;"WENDOU NAMARI";85;75;161;"-"
16178;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";2;5;"WENDOU THIOMBEL";25;22;47;"-"
16179;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";15;35;"WOULI DIE";112;117;230;"-"
16180;"MATAM";"RANEROU";"VELINGARA";"VELINGARA";6;9;"WOURO BA<cf>DY (SORRO COUM)";41;33;74;"-"
