"reference_enquete";"nom_region_men";"nom_departement_men";"nom_cav_men";"nom_commune_men";"nom_quatier_men";"milieu_de_residence";"m1";"m1_autre";"m2";"m2_autre";"m3";"m4";"m4_autre";"m5";"m5_autre";"m6";"m6_autre";"m7";"m7_autre";"m8";"m8_autre";"m9";"m9_autre";"m10";"m10_autre";"m11a";"m11b";"m11c";"m11d";"m11e";"m11f";"m11g";"m11h";"m11i";"m11j";"m11k";"m11l";"m11m";"m11n";"m11o";"m12a";"m12b";"m12c";"m12d";"m12e";"m12f";"m12g";"m12h";"m12i";"m12j";"m12k";"m12l";"m12m";"m12n";"m12o";"m12p";"m12q";"m12r";"m12s";"m13";"m13_autre";"m14";"m14_1";"m14_2";"m14_3";"m14_4";"m14_5";"m14_6";"m14_7";"m14_8";"m14a";"m14b";"m14c";"m14d";"m14e";"m14f";"m14g";"m14h";"m15";"m15a";"m15b";"m15c";"m15d";"m15e";"m15f";"m15g";"m16a";"m16b";"m16c";"m16d";"m16e";"m16f";"m16g";"m17";"m18";"m19a1";"m19a2";"m19a3";"m19a4";"m19a5";"m19a6";"m19a7";"m19a8";"m19a9";"m19a10";"m19a11";"m19a12";"m19a13";"m19a14";"m19a15";"m19a16";"m19a17";"m19a18";"m19b1";"m19b2";"m19b3";"m19b4";"m19b5";"m19b6";"m19b7";"m19b8";"m19b9";"m19b10";"m19b11";"m19b12";"m19b13";"m19b14";"m19b15";"m19b16";"m19b17";"m19b18";"m20z";"m20a";"m20b";"m20c";"m20d";"m20e";"m21a1";"deces_soutien_famille_s1";"deces_soutien_famille_s2";"deces_soutien_famille_s3";"mois_du_deces";"m21a2";"m21a__incendie_s1";"m21a__incendie_s2";"m21a__incendie_s3";"m21c_mois_de_l_incendie";"m21a3";"m21a__inondation_s1";"m21a__inondation_s2";"m21a__inondation_s3";"m21c_mois_de_l_inondation";"m21a4";"m21a__s_cheresse_s1";"m21a__s_cheresse_s2";"m21a__s_cheresse_s3";"m21c_mois_de_la_secheresse";"m21a5";"m21_a_un_accident_grave_s1";"m21_a_un_accident_grave_sa";"m21_a_un_accident_grave_s3";"m21c_mois_de_l_accident_grave";"m21a6";"m21a__la_perte_d_emploi_s1";"m21a__la_perte_d_emploi_s2";"m21a__la_perte_d_emploi_s3";"m21c_mois_de_la_perte_d_emploi";"m21a7";"m21a__la_perte_de_r_colte_s1";"m21a__la_perte_de_r_colte_s2";"m21a__la_perte_de_r_colte_s3";"m21c_mois_de_la_perte_de_recolt";"m21a8";"m21a__une_longue_maladie_d_un_sc";"m21a__une_longue_maladie_d_un_s2";"m21a__une_longue_maladie_d_un_s3";"m21c_mois_d_une_longue_maladie";"m21a9";"m21_a_maladie_d_un_enfant_s1";"m21_a_maladie_d_un_enfant_s2";"m21_a_maladie_d_un_enfant_s3";"m21c_mois_de_la_maladie_d_un_en";"m21a10";"m21_a_handicap_d_un_soutien_s1";"m21_a_handicap_d_un_soutien_s2";"m21_a_handicap_d_un_soutien_s3";"m21c_mois_de_l_handicap_d_un_so";"m21a11";"m21_a_perte_principal_moyen_p_s1";"m21_a_perte_principal_moyen_p_s2";"m21_a_perte_principal_moyen_p_s3";"m21c_mois_de_perte_principal_mo";"m21a12";"m21_a_perte_de_b_tail_s1";"m21_a_perte_de_b_tail_s2";"m21_a_perte_de_b_tail_s3";"m21c_mois_de_la_perte_de_betail";"m21a13";"m21_a_hausse_des_prix_s1";"m21_a_hausse_des_prix_s2";"m21_a_hausse_des_prix_s3";"m21c_mois_de_l_hausse_des_prix";"m21a14";"m21_a_autres_probl_mes_s1";"m21_a_autres_probl_mes_s2";"m21_a_autres_probl_mes_s3";"m21c_mois_de_autres_problemes";"m21bis_a";"m21bis_b";"m21bis_c";"m21bis_d";"m21bis_e";"m21bis_f";"m21bis_g";"m21bis_h";"m21bis_i";"m21bis_j";"m21bis_k";"m21bis_l";"m22a";"m22b";"m22c";"m22d";"m22e";"m22f";"m22g";"m22h";"m22i";"m22j";"m22k";"m22l";"m22m";"m22n";"m22q";"m22p";"m22o";"m22r";"m22s";"m22t";"m23a1";"m23a2";"m23a3";"m23a4";"m23a5";"m23a6";"m23a7";"m23a8";"m23b1";"m23b2";"m23b3";"m23b4";"m23b5";"m23b6";"m23b7";"m23b8";"m24";"m25";"i9";"i10"
"SN2-11320102-3";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;5;4;NA;4;NA;7;NA;5;NA;2;NA;9;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;2;0;7;3;7;0;0;2;3;0;0;0;1;0;7;0;0;3;7;2;6;5;5;NA;NA;5;5;NA;NA;NA;5;NA;5;NA;NA;5;6;5;1;3;2;3;2;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;8;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;5;2;NA;NA;NA;NA;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;NA;1;1;0,5;1;1;1;1;5;99;0;0;0;0;0;0;0;6;3;75;1;1
"SN2-11320102-136";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"BOKI NDAR";"Rural";1;NA;1;NA;4;4;NA;4;NA;7;NA;5;NA;2;NA;5;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;12367;2;2;2;1;1;2;2;1;3;5;10;NA;NA;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;0;2;1;0;0;0;0;7;0;0;0;0;0;3;0;5;3;7;7;5;5;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;5;NA;5;5;5;5;1;6;0;0;2;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;4;2;NA;NA;NA;NA;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;NA;1;0,5;15;15;15;15;15;15;99;10;36;36;36;36;36;36;98;3;76;1;1
"SN2-11320102-2";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;3;4;NA;3;NA;7;NA;5;NA;1;NA;5;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus des activités non agricoles";NA;2367;1;2;2;1;1;2;2;1;NA;5;3;NA;NA;1;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;NA;1;5;1;1;1;1;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;1;2;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;2;1;0;4;0;0;98;3;6;28;0;20;0;0;368;3;1;2;NA
"SN2-11320102-94";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"DAYANE GUELODE";"Rural";1;NA;1;NA;2;4;NA;3;NA;3;NA;7;NA;2;NA;9;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;0,5;0,5;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;1;0;4;1;0;3;0;0;3;0;2;0;0;0;0;0;0;4;3;2;5;5;NA;3;NA;NA;5;NA;5;NA;NA;NA;NA;NA;NA;5;6;4;1;6;5;2;3;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;15;NA;NA;5;2;NA;NA;NA;NA;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;0;13;13;13;13;13;0;90;5;35;35;35;35;35;5;120;2;95;2;NA
"SN2-11320102-66";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"DAYANE GASSEL";"Rural";1;NA;1;NA;2;4;NA;4;NA;7;NA;5;NA;3;NA;5;NA;5;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;3;1;1;2;1;1;1;1;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;3;1;7;5;5;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;5;5;5;6;1;5;0;5;3;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;5;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;4;2;NA;NA;NA;NA;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;1;1;15;15;15;15;15;3;30;0;1;1;2;2;1;0;2;3;79;1;1
"SN2-11320102-72";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;3;4;NA;3;NA;7;NA;5;NA;1;NA;9;NA;1;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus des activités non agricoles";NA;2;1;2;1;1;1;1;2;1;NA;1;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;0;0;0;2;0;0;0;0;0;1;0;1;2;2;0;6;6;6;NA;NA;NA;6;NA;NA;NA;NA;NA;6;NA;6;6;6;NA;1;5;1;1;1;1;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;NA;2;3;3;2;0;2;0;0;98;19;19;19;1;16;1;0;365;3;2;2;NA
"SN2-11320102-38";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;1;4;NA;3;NA;3;NA;7;NA;2;NA;9;NA;6;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;1;2;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;0;7;1;0;7;0;0;5;0;0;0;0;0;5;0;0;7;7;7;5;5;NA;3;NA;NA;3;NA;NA;NA;NA;NA;5;NA;NA;6;6;5;1;1;1;1;1;1;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;1;5;6;10;2;NA;NA;NA;NA;2;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;NA;2;3;16;16;16;16;16;3;98;15;40;40;40;40;40;15;240;4;90;1;1
"SN2-11320102-49";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;4;4;NA;4;NA;7;NA;5;NA;2;NA;5;NA;1;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus des activités non agricoles";NA;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;7;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;6;5;1;2;3;2;2;2;1;15;NA;NA;5;2;NA;NA;NA;NA;1;14;NA;NA;8;1;14;NA;NA;5;1;14;NA;NA;6;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;5;2;NA;NA;NA;NA;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;1;1;1;0;0;0;0;0;98;0;0;0;0;0;0;0;6;3;78;1;1
"SN2-11320102-31";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;2;4;NA;7;NA;3;NA;7;NA;2;NA;9;NA;5;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;0,5;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;0;4;1;1;3;0;0;2;0;0;0;0;0;0;0;0;3;2;2;8;5;5;3;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;3;4;7;1;5;3;2;1;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;NA;1;0;10;10;10;10;10;0;68;5;30;30;30;30;30;5;120;2;95;1;1
"SN2-11320102-57";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;2;4;NA;3;NA;7;NA;5;NA;1;NA;9;NA;4;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus des activités non agricoles";NA;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;1;2;1;1;1;1;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;2;13;13;0;13;0;2;80;19;69;68;0;68;0;19;359;3;1;2;NA
"SN2-11320102-54";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"DAYANE SELLE";"Rural";1;NA;1;NA;3;4;NA;3;NA;3;NA;7;NA;2;NA;9;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;1;7;0;0;7;0;0;0;0;0;0;0;0;5;0;0;7;7;7;6;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;6;6;5;1;1;1;1;1;1;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;4;5;6;10;2;NA;NA;NA;NA;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;3;20;20;6;6;20;0;98;15;35;35;20;20;35;10;300;4;90;1;1
"SN2-11320102-62";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";2;NA;1;NA;3;3;NA;3;NA;3;NA;5;NA;2;NA;9;NA;6;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;1237;2;2;2;1;1;1;2;1;4;4;1;NA;NA;NA;1;NA;1;1;3;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;4;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;7;3;5;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;1;5;0;4;3;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;4;1;14;NA;NA;4;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;5;2;NA;NA;NA;NA;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;NA;1;0;15;15;15;0;0;0;99;0;1;2;1;0;0;0;6;3;79;1;1
"SN2-11320102-1";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;3;4;NA;3;NA;7;NA;5;NA;1;NA;9;NA;3;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus des activités non agricoles";NA;47;1;1;1;2;1;1;1;1;NA;NA;NA;5;NA;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;4;4;4;0;6;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;6;6;6;NA;1;3;1;1;1;1;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;1;1;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;1;2;2;0;15;0;1;25;6;18;18;1;30;0;6;365;3;1;2;NA
"SN2-11320102-137";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"BOKI NDAR";"Rural";1;NA;1;NA;3;4;NA;3;NA;7;NA;7;NA;1;NA;9;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus de l'agriculture";NA;2;1;2;1;1;1;1;2;1;NA;9;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;1;0;7;1;0;7;1;1;1;1;0;0;0;0;7;0;0;7;7;7;6;5;NA;3;5;5;5;5;NA;NA;NA;NA;5;NA;NA;6;5;5;1;1;1;0;0;0;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;6;8;10;8;1;4;6;8;11;2;NA;NA;NA;NA;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;NA;2;0;15;15;15;15;15;0;98;8;45;45;45;45;45;7;180;3;85;1;1
"SN2-11320102-79";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";3;NA;1;NA;4;4;NA;3;NA;7;NA;7;NA;2;NA;3;NA;1;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus des activités non agricoles";NA;4;1;1;1;2;1;1;1;1;NA;NA;NA;3;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;5;0;0;3;3;0;3;0;0;0;0;5;0;0;7;7;7;6;5;NA;NA;5;5;NA;5;NA;NA;NA;NA;5;NA;NA;5;5;5;1;1;1;0;0;0;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;4;1;6;10;2;NA;NA;NA;NA;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;NA;2;0;0;0;0;0;0;0;98;10;20;10;10;10;15;0;60;4;90;1;1
"SN2-11320102-84";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";3;NA;1;NA;3;3;NA;1;NA;1;NA;7;NA;2;NA;5;NA;1;NA;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus des activités non agricoles";NA;0;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;5;0;2;0;3;3;0;0;0;0;0;5;0;2;3;2;2;5;5;NA;5;NA;5;5;NA;NA;NA;NA;NA;5;NA;5;5;5;5;1;7;7;7;1;1;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;NA;2;0;0;0;0;0;0;0;0;10;50;5;5;5;10;0;30;3;90;1;1
"SN2-11320102-7";"MATAM";"RANEROU";"VELINGARA";"VELINGARA";"ADIA";"Rural";1;NA;1;NA;2;4;NA;4;NA;7;NA;5;NA;2;NA;9;NA;2;NA;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"Revenus des activités non agricoles";NA;4;1;1;1;2;1;1;1;1;NA;NA;NA;3;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;0;2;0;0;3;0;0;0;2;0;3;0;4;3;7;5;5;6;NA;5;NA;NA;5;NA;NA;NA;5;NA;5;NA;5;5;5;5;1;5;3;4;2;2;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;4;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;1;14;NA;NA;4;2;NA;NA;NA;NA;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;NA;2;1;2;0;0;0;0,5;1;1;2;1;1;1;1;1;1;1;3;76;1;1
