0@ID_REP;1@REGION;2@DEPARTEMENT;3@COMMUNE;4@CAV;5@CONCESSIONS;6@MENAGES;7@QUARTIERS-VILLAGES;8@HOMMES;9@FEMMES;10@POPULATION;11@OBSERVATIONS;Probabilité;Nombre de ménage à tirer;LONGITUDE;LATITUDE;X_COORD;Y_COORD
16112;MATAM;RANEROU;VELINGARA;VELINGARA;4;22;BOUNDOU MBABA MBOURLOGME;56;68;124;-;0,011201629;2;538923;1616598;-14,6385792;14,62244127
16113;MATAM;RANEROU;VELINGARA;VELINGARA;17;54;BOUNDOU MBABA SANTHIE;143;151;294;-;0,027494908;4;540790;1616733;-14,62124128;14,62363432
16115;MATAM;RANEROU;VELINGARA;VELINGARA;6;13;DAROU RAHMANE BOUNDOU MBABA;27;31;58;-;0,006619145;1;539642;1617117;-14,63189518;14,62712327
16117;MATAM;RANEROU;VELINGARA;VELINGARA;22;37;DAYANE GASSEL;161;137;298;-;0,018839104;3;527186;1631398;-14,74740895;14,75639726
16118;MATAM;RANEROU;VELINGARA;VELINGARA;23;47;DAYANE GUELODE;167;157;325;-;0,023930754;3;524600;1629046;-14,77145808;14,735157
16119;MATAM;RANEROU;VELINGARA;VELINGARA;18;43;DAYANE KADIOLY;165;177;343;-;0,021894094;3;529824;1638749;-14,72281457;14,82283169
16120;MATAM;RANEROU;VELINGARA;VELINGARA;15;31;DAYANE MBOURDI;113;121;234;-;0,015784114;2;526647;1629338;-14,75243794;14,73777752
16121;MATAM;RANEROU;VELINGARA;VELINGARA;10;21;DAYANE SELLE;89;105;194;-;0,010692464;2;527275;1636325;-14,74653038;14,80094291
16122;MATAM;RANEROU;VELINGARA;VELINGARA;12;15;DEMEREDJI;65;57;123;-;0,007637475;1;521967;1628924;-14,79592041;14,73407681
16123;MATAM;RANEROU;VELINGARA;VELINGARA;10;15;DIAM WELI;46;37;84;-;0,007637475;1;529998;1635367;-14,7212365;14,79225215
16124;MATAM;RANEROU;VELINGARA;VELINGARA;17;20;FASS VELINGARA;105;72;177;-;0,010183299;1;533985;1658103;-14,68388711;14,99776451
16125;MATAM;RANEROU;VELINGARA;VELINGARA;10;16;GAMBOL;62;75;137;-;0,00814664;1;556684;1642371;-14,47310314;14,85514218
16126;MATAM;RANEROU;VELINGARA;VELINGARA;10;10;GUELEMOUNE;48;46;94;-;0,00509165;1;530974;1661666;-14,71185061;15,03001511
16127;MATAM;RANEROU;VELINGARA;VELINGARA;5;8;KAWEL;32;29;62;-;0,00407332;1;525343;1646078;-14,76438907;14,8891415
16129;MATAM;RANEROU;VELINGARA;VELINGARA;10;10;KHOL KHOL II;49;35;85;-;0,00509165;1;545946;1645828;-14,57285277;14,8866044
16130;MATAM;RANEROU;VELINGARA;VELINGARA;11;20;KOUSSOUS;54;45;99;-;0,010183299;1;565179;1637349;-14,39426854;14,80954438
16131;MATAM;RANEROU;VELINGARA;VELINGARA;27;31;LOUMBOL DAHRA;94;65;159;-;0,015784114;2;550597;1631791;-14,52988864;14,75961041
16132;MATAM;RANEROU;VELINGARA;VELINGARA;10;10;MBAKEDJI  ALPHA;55;53;109;-;0,00509165;1;590439;1624443;-14,15998167;14,69213166
16133;MATAM;RANEROU;VELINGARA;VELINGARA;27;36;MBAKEDJI SAMBA NIAKI;139;144;284;-;0,018329939;3;592772;1621825;-14,13840662;14,66838432
16134;MATAM;RANEROU;VELINGARA;VELINGARA;10;11;MBELONE;39;30;70;-;0,005600815;1;548248;1662600;-14,55113679;15,03819885
16135;MATAM;RANEROU;VELINGARA;VELINGARA;27;36;MBEM MBEM;109;89;198;-;0,018329939;3;564649;1638667;-14,39916098;14,82147314
16136;MATAM;RANEROU;VELINGARA;VELINGARA;7;7;MBONAYE FERLO;31;25;56;-;0,003564155;1;534311;1655255;-14,68089299;14,97201123
16137;MATAM;RANEROU;VELINGARA;VELINGARA;12;14;MBONAYE II;70;63;133;-;0,00712831;1;537292;1654876;-14,65317427;14,9685442
16138;MATAM;RANEROU;VELINGARA;VELINGARA;14;30;MEDINA BABABE;51;54;106;-;0,015274949;2;534680;1630803;-14,67778918;14,75093113
16139;MATAM;RANEROU;VELINGARA;VELINGARA;18;27;MEDINA MBEM MBEM;121;111;232;-;0,013747454;2;582102;1629666;-14,23724845;14,73961832
16140;MATAM;RANEROU;VELINGARA;VELINGARA;10;11;MEDINA NDIAYE;65;61;126;-;0,005600815;1;542092;1619439;-14,60910834;14,64808012
16141;MATAM;RANEROU;VELINGARA;VELINGARA;49;92;NDIANOYE (KODIELE);349;273;623;-;0,046843177;7;545661;1616136;-14,57602242;14,61815879
16143;MATAM;RANEROU;VELINGARA;VELINGARA;4;10;NDIOGO NDIEGEL;55;34;90;-;0,00509165;1;552748;1641994;-14,50969628;14,85181471
16144;MATAM;RANEROU;VELINGARA;VELINGARA;16;24;NELBA;91;116;208;-;0,012219959;2;583135;1612509;-14,22819567;14,58447575
16146;MATAM;RANEROU;VELINGARA;VELINGARA;6;8;NIAROUWEL;34;27;62;-;0,00407332;1;598238;1620226;-14,08770702;14,65373509
16147;MATAM;RANEROU;VELINGARA;VELINGARA;23;38;REWANE;150;125;275;-;0,019348269;3;547179;1650286;-14,56130852;14,92688771
16148;MATAM;RANEROU;VELINGARA;VELINGARA;25;52;SAB SABRE (LOUMBY PATHE DJIBEL);203;192;395;-;0,026476578;4;544935;1626697;-14,58258257;14,71365558
16149;MATAM;RANEROU;VELINGARA;VELINGARA;10;21;SAB SABRE DIAM DIAM;83;64;147;-;0,010692464;2;542090;1625625;-14,6090276;14,70400946
16150;MATAM;RANEROU;VELINGARA;VELINGARA;6;10;SALDAW;39;48;88;-;0,00509165;1;525574;1650433;-14,76219827;14,92851381
16151;MATAM;RANEROU;VELINGARA;VELINGARA;9;27;SESSOUM;119;102;222;-;0,013747454;2;540243;1651251;-14,62578638;14,93572694
16152;MATAM;RANEROU;VELINGARA;VELINGARA;1;13;SESSOUM DOUBEL;68;61;129;-;0,006619145;1;540642;1651923;-14,62206558;14,94179645
16154;MATAM;RANEROU;VELINGARA;VELINGARA;5;7;SEWELDE II;42;41;83;-;0,003564155;1;545049;1654242;-14,58104446;14,96269114
16155;MATAM;RANEROU;VELINGARA;VELINGARA;13;18;SINTHIANG BELEL TOUFLE;72;74;147;-;0,009164969;1;550730;1644519;-14,528404;14,87468256
16157;MATAM;RANEROU;VELINGARA;VELINGARA;9;9;SOUSSET;41;36;77;-;0,004582485;1;536417;1667867;-14,66112663;15,08600868
16158;MATAM;RANEROU;VELINGARA;VELINGARA;21;22;THIAFALY;78;97;176;-;0,011201629;2;537129;1662408;-14,65458088;15,03664377
16159;MATAM;RANEROU;VELINGARA;VELINGARA;13;20;THIASKY BISNABES;78;91;170;-;0,010183299;1;528612;1662980;-14,73380925;15,0419219
16160;MATAM;RANEROU;VELINGARA;VELINGARA;11;24;THIASKY DIONABES;86;85;171;-;0,012219959;2;525527;1662607;-14,76251399;15,03858138
16162;MATAM;RANEROU;VELINGARA;VELINGARA;23;32;THIONOKH DIABE;134;118;253;-;0,016293279;2;535581;1621586;-14,66954353;14,6675856
16163;MATAM;RANEROU;VELINGARA;VELINGARA;104;184;THIONOKH SANGHE;765;730;1495;-;0,093686354;13;527779;1618113;-14,74204029;14,63627651
16164;MATAM;RANEROU;VELINGARA;VELINGARA;6;7;VELINGARA LAOBES;26;23;49;-;0,003564155;1;534396;1659034;-14,6800517;15,00617643
16165;MATAM;RANEROU;VELINGARA;VELINGARA;56;72;VELINGARA MAURE I;319;263;582;-;0,036659878;5;534623;1658389;-14,67794892;15,00034195
16166;MATAM;RANEROU;VELINGARA;VELINGARA;19;23;VELINGARA MAURE II;100;95;195;-;0,011710794;2;534210;1658633;-14,6817872;15,00255338
16167;MATAM;RANEROU;VELINGARA;VELINGARA;11;14;VELINGARA NDIALALE;67;61;128;-;0,00712831;1;535819;1654630;-14,66687684;14,9663405
16168;MATAM;RANEROU;VELINGARA;VELINGARA;23;32;VELINGARA NDIAO;130;116;247;-;0,016293279;2;535671;1658772;-14,66819557;15,00379069
16169;MATAM;RANEROU;VELINGARA;VELINGARA;50;63;VELINGARA OUOLOF I ET II;270;211;481;-;0,032077393;5;534184;1658365;-14,68203262;15,0001307
16170;MATAM;RANEROU;VELINGARA;VELINGARA;4;7;VELINGARA OUROUBES (THIANGAL);24;18;43;-;0,003564155;1;541573;1667457;-14,61315562;15,08222505
16171;MATAM;RANEROU;VELINGARA;VELINGARA;32;32;VELINGARA THIANOR;137;154;292;-;0,016293279;2;534427;1658831;-14,67976608;15,00434068
16172;MATAM;RANEROU;VELINGARA;VELINGARA;17;28;WABINDOU;150;152;303;-;0,014256619;2;592207;1611621;-14,14401089;14,57615435
16174;MATAM;RANEROU;VELINGARA;VELINGARA;21;25;WENDOU ILO;115;88;204;-;0,012729124;2;529236;1654651;-14,72809914;14,96661152
16175;MATAM;RANEROU;VELINGARA;VELINGARA;11;14;WENDOU KOBA;68;48;116;-;0,00712831;1;574305;1614655;-14,31010622;14,60413391
16177;MATAM;RANEROU;VELINGARA;VELINGARA;24;25;WENDOU NAMARI;85;75;161;-;0,012729124;2;538623;1669803;-14,64056985;15,10348037
16179;MATAM;RANEROU;VELINGARA;VELINGARA;15;35;WOULIE DIE;112;117;230;-;0,017820774;3;538965;1612744;-14,63824619;14,58759527
16180;MATAM;RANEROU;VELINGARA;VELINGARA;6;9;WOURO BAIDY (SORRO COUM);41;33;74;-;0,004582485;1;536452;1670818;-14,66075859;15,11268815
